,date,county,state,fips,cases,mean_temp,min_temp,max_temp,dewpoint,precipitation,fog,rain,snow,hail,thunder,tornado,region
31930,2020-03-10,Ventura,California,06111,1,63.8,48.0,73.0,51.7,0.03,0.0,1.0,0.0,0.0,0.0,0.0,West
31931,2020-03-10,Yolo,California,06113,1,56.5,46.4,73.4,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31932,2020-03-11,Alameda,California,06001,25,62.3,44.1,73.9,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31933,2020-03-11,Contra Costa,California,06013,9,62.3,45.0,73.9,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31934,2020-03-11,Fresno,California,06019,1,60.1,50.0,72.0,50.2,0.12,0.0,1.0,0.0,0.0,0.0,0.0,West
31935,2020-03-11,Humboldt,California,06023,1,,,,,,,,,,,,West
31936,2020-03-11,Los Angeles,California,06037,28,62.9,57.2,68.0,52.8,,0.0,1.0,0.0,0.0,0.0,0.0,West
31937,2020-03-11,Madera,California,06039,1,58.2,42.1,71.1,50.5,0.12,0.0,1.0,0.0,0.0,0.0,0.0,West
31938,2020-03-11,Marin,California,06041,4,56.8,44.6,73.4,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31939,2020-03-11,Napa,California,06055,1,55.4,37.0,71.1,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31940,2020-03-11,Orange,California,06059,6,66.1,60.1,73.0,56.1,0.09,0.0,1.0,0.0,0.0,0.0,0.0,West
31941,2020-03-11,Placer,California,06061,7,45.3,37.9,57.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31942,2020-03-11,Riverside,California,06065,4,62.3,55.4,73.0,49.9,0.3,0.0,1.0,0.0,0.0,0.0,0.0,West
31943,2020-03-11,Sacramento,California,06067,9,58.8,46.4,73.4,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31944,2020-03-11,San Diego,California,06073,2,57.5,48.0,68.0,53.9,0.32,1.0,1.0,0.0,0.0,0.0,0.0,West
31945,2020-03-11,San Francisco,California,06075,17,58.5,54.9,63.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31946,2020-03-11,San Joaquin,California,06077,1,63.6,43.0,75.9,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31947,2020-03-11,San Mateo,California,06081,15,61.2,55.4,69.8,48.9,,0.0,1.0,0.0,0.0,0.0,0.0,West
31948,2020-03-11,Santa Clara,California,06085,48,63.4,53.6,71.6,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31949,2020-03-11,Santa Cruz,California,06087,2,57.9,46.0,71.1,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31950,2020-03-11,Shasta,California,06089,1,60.6,42.1,77.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31951,2020-03-11,Solano,California,06095,12,60.0,38.3,79.2,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31952,2020-03-11,Sonoma,California,06097,3,55.9,37.9,77.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31953,2020-03-11,Stanislaus,California,06099,2,61.0,48.9,75.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
31954,2020-03-11,Ventura,California,06111,2,62.7,53.1,73.0,54.5,0.03,0.0,1.0,0.0,0.0,0.0,0.0,West
31955,2020-03-11,Yolo,California,06113,1,58.9,46.4,73.4,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31956,2020-03-12,Alameda,California,06001,29,58.3,44.1,75.9,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31957,2020-03-12,Contra Costa,California,06013,9,60.6,46.9,75.9,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31958,2020-03-12,Fresno,California,06019,1,61.3,50.0,73.0,47.6,0.04,0.0,0.0,0.0,0.0,0.0,0.0,West
31959,2020-03-12,Humboldt,California,06023,1,49.5,39.0,55.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31960,2020-03-12,Los Angeles,California,06037,32,57.2,50.0,66.2,49.4,,0.0,1.0,0.0,0.0,0.0,0.0,West
31961,2020-03-12,Madera,California,06039,1,58.2,43.0,75.0,48.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,West
31962,2020-03-12,Marin,California,06041,4,54.3,41.0,75.2,46.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
31963,2020-03-12,Napa,California,06055,1,54.0,37.0,71.1,46.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
31964,2020-03-12,Orange,California,06059,6,61.8,57.9,73.0,54.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,West
31965,2020-03-12,Placer,California,06061,7,50.4,37.9,62.1,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31966,2020-03-12,Riverside,California,06065,6,62.1,55.9,73.9,52.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,West
31967,2020-03-12,Sacramento,California,06067,16,61.4,42.8,80.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31968,2020-03-12,San Diego,California,06073,5,52.1,45.0,69.1,50.8,0.01,1.0,1.0,0.0,0.0,0.0,0.0,West
31969,2020-03-12,San Francisco,California,06075,21,50.6,47.7,56.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31970,2020-03-12,San Joaquin,California,06077,3,61.3,46.9,79.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31971,2020-03-12,San Mateo,California,06081,20,58.3,50.0,71.6,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31972,2020-03-12,Santa Clara,California,06085,66,61.9,48.2,73.4,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31973,2020-03-12,Santa Cruz,California,06087,2,54.8,46.0,69.1,50.4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,West
31974,2020-03-12,Shasta,California,06089,1,61.8,44.1,81.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31975,2020-03-12,Solano,California,06095,12,59.7,41.9,80.6,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31976,2020-03-12,Sonoma,California,06097,3,54.3,39.9,77.0,45.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
31977,2020-03-12,Stanislaus,California,06099,2,62.8,48.0,78.1,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31978,2020-03-12,Tulare,California,06107,1,56.3,44.1,71.1,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31979,2020-03-12,Ventura,California,06111,2,57.7,48.0,70.0,50.4,0.05,0.0,1.0,0.0,0.0,0.0,0.0,West
31980,2020-03-12,Yolo,California,06113,1,60.7,46.4,80.6,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31981,2020-03-13,Alameda,California,06001,29,56.4,42.1,75.9,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31982,2020-03-13,Contra Costa,California,06013,25,58.3,44.1,75.9,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31983,2020-03-13,Fresno,California,06019,1,64.5,50.0,73.9,48.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
31984,2020-03-13,Humboldt,California,06023,1,,,,,,,,,,,,West
31985,2020-03-13,Los Angeles,California,06037,40,51.0,50.0,53.6,50.3,,0.0,1.0,0.0,0.0,0.0,0.0,West
31986,2020-03-13,Madera,California,06039,1,61.7,43.0,75.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31987,2020-03-13,Marin,California,06041,4,51.7,41.0,73.4,45.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
31988,2020-03-13,Napa,California,06055,1,54.0,37.0,71.1,47.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
31989,2020-03-13,Orange,California,06059,13,59.7,57.0,62.6,52.2,1.2,0.0,1.0,0.0,0.0,0.0,0.0,West
31990,2020-03-13,Placer,California,06061,7,48.6,44.1,62.1,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31991,2020-03-13,Riverside,California,06065,10,58.2,46.9,71.1,44.5,1.66,0.0,0.0,0.0,0.0,0.0,0.0,West
31992,2020-03-13,Sacramento,California,06067,16,59.2,42.8,80.6,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31993,2020-03-13,San Benito,California,06069,1,55.3,44.6,69.8,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31994,2020-03-13,San Diego,California,06073,9,51.1,45.0,55.0,49.1,1.57,0.0,1.0,0.0,0.0,0.0,0.0,West
31995,2020-03-13,San Francisco,California,06075,26,53.3,51.3,57.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31996,2020-03-13,San Joaquin,California,06077,8,61.0,44.1,79.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31997,2020-03-13,San Mateo,California,06081,20,56.6,48.2,69.8,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31998,2020-03-13,Santa Clara,California,06085,79,61.4,46.4,71.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
31999,2020-03-13,Santa Cruz,California,06087,2,53.6,46.0,68.0,50.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32000,2020-03-13,Shasta,California,06089,1,67.1,44.1,81.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32001,2020-03-13,Solano,California,06095,12,57.5,41.9,80.6,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32002,2020-03-13,Sonoma,California,06097,3,50.9,39.9,77.0,47.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,West
32003,2020-03-13,Stanislaus,California,06099,2,60.5,46.0,78.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32004,2020-03-13,Tulare,California,06107,2,60.8,44.1,73.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32005,2020-03-13,Ventura,California,06111,5,56.7,48.0,66.0,51.8,0.7,0.0,1.0,0.0,0.0,0.0,0.0,West
32006,2020-03-13,Yolo,California,06113,2,61.2,42.8,78.8,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32007,2020-03-14,Alameda,California,06001,29,51.7,48.0,57.9,45.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32008,2020-03-14,Contra Costa,California,06013,25,52.9,50.0,60.1,44.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32009,2020-03-14,Fresno,California,06019,2,59.5,54.0,73.0,44.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32010,2020-03-14,Humboldt,California,06023,1,,,,,,,,,,,,West
32011,2020-03-14,Los Angeles,California,06037,53,53.6,51.8,55.4,52.7,,0.0,1.0,0.0,0.0,0.0,0.0,West
32012,2020-03-14,Madera,California,06039,1,59.0,53.1,72.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32013,2020-03-14,Marin,California,06041,4,51.4,46.4,57.2,45.6,,0.0,1.0,0.0,0.0,0.0,0.0,West
32014,2020-03-14,Napa,California,06055,1,51.3,48.0,55.9,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32015,2020-03-14,Orange,California,06059,14,61.1,59.0,64.9,51.9,0.14,0.0,1.0,0.0,0.0,0.0,0.0,West
32016,2020-03-14,Placer,California,06061,8,33.0,28.0,45.0,31.2,0.07,1.0,1.0,1.0,0.0,0.0,0.0,West
32017,2020-03-14,Riverside,California,06065,10,66.1,62.1,71.1,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32018,2020-03-14,Sacramento,California,06067,28,51.9,48.2,60.8,45.3,,0.0,1.0,0.0,0.0,0.0,0.0,West
32019,2020-03-14,San Benito,California,06069,1,54.3,50.0,64.4,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32020,2020-03-14,San Diego,California,06073,10,52.5,50.0,55.9,50.5,0.26,0.0,1.0,0.0,0.0,0.0,0.0,West
32021,2020-03-14,San Francisco,California,06075,31,50.6,48.2,51.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32022,2020-03-14,San Joaquin,California,06077,8,57.6,46.0,75.0,44.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32023,2020-03-14,San Luis Obispo,California,06079,1,55.0,51.1,60.1,47.7,0.02,0.0,1.0,0.0,0.0,0.0,0.0,West
32024,2020-03-14,San Mateo,California,06081,32,52.0,50.0,57.2,45.8,,0.0,1.0,0.0,0.0,0.0,0.0,West
32025,2020-03-14,Santa Clara,California,06085,91,55.6,51.8,62.6,44.0,,0.0,1.0,0.0,0.0,0.0,0.0,West
32026,2020-03-14,Santa Cruz,California,06087,2,53.8,51.1,59.0,47.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,West
32027,2020-03-14,Shasta,California,06089,1,53.8,41.0,72.0,39.1,0.01,0.0,1.0,0.0,0.0,1.0,0.0,West
32028,2020-03-14,Solano,California,06095,12,50.8,46.4,57.0,44.0,0.29,0.0,1.0,0.0,0.0,0.0,0.0,West
32029,2020-03-14,Sonoma,California,06097,4,49.6,45.0,55.9,42.4,0.04,0.0,1.0,0.0,0.0,0.0,0.0,West
32030,2020-03-14,Stanislaus,California,06099,2,57.5,50.0,66.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32031,2020-03-14,Tulare,California,06107,3,58.6,53.1,68.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
32032,2020-03-14,Ventura,California,06111,5,58.0,55.4,61.0,51.1,0.29,0.0,1.0,0.0,0.0,0.0,0.0,West
32033,2020-03-14,Yolo,California,06113,2,51.3,46.4,60.8,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West
45177,2020-01-26,Maricopa,Arizona,04013,1,59.1,46.4,69.8,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45178,2020-01-27,Maricopa,Arizona,04013,1,61.7,48.2,73.4,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45179,2020-01-28,Maricopa,Arizona,04013,1,61.4,46.4,71.6,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45180,2020-01-29,Maricopa,Arizona,04013,1,56.6,42.8,66.2,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45181,2020-01-30,Maricopa,Arizona,04013,1,58.2,46.4,68.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45182,2020-01-31,Maricopa,Arizona,04013,1,59.9,46.4,71.6,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45183,2020-02-01,Maricopa,Arizona,04013,1,61.1,42.8,75.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45184,2020-02-02,Maricopa,Arizona,04013,1,63.6,46.4,75.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45185,2020-02-03,Maricopa,Arizona,04013,1,58.1,44.6,71.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45186,2020-02-04,Maricopa,Arizona,04013,1,46.8,32.0,55.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45187,2020-02-05,Maricopa,Arizona,04013,1,45.6,32.0,53.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45188,2020-02-06,Maricopa,Arizona,04013,1,48.7,33.8,60.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45189,2020-02-07,Maricopa,Arizona,04013,1,53.5,37.4,66.2,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45190,2020-02-08,Maricopa,Arizona,04013,1,58.0,41.0,71.6,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45191,2020-02-09,Maricopa,Arizona,04013,1,59.3,44.6,69.8,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45192,2020-02-10,Maricopa,Arizona,04013,1,61.4,51.8,68.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45193,2020-02-11,Maricopa,Arizona,04013,1,54.2,46.4,64.4,43.9,,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45194,2020-02-12,Maricopa,Arizona,04013,1,53.8,41.0,62.6,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45195,2020-02-13,Maricopa,Arizona,04013,1,55.8,39.2,66.2,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45196,2020-02-14,Maricopa,Arizona,04013,1,58.1,44.6,69.8,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45197,2020-02-15,Maricopa,Arizona,04013,1,59.0,44.6,69.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45198,2020-02-16,Maricopa,Arizona,04013,1,60.6,44.6,73.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45199,2020-02-17,Maricopa,Arizona,04013,1,62.4,46.4,73.4,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45200,2020-02-18,Maricopa,Arizona,04013,1,65.6,48.2,75.2,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45201,2020-02-19,Maricopa,Arizona,04013,1,65.1,48.2,77.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45202,2020-02-20,Maricopa,Arizona,04013,1,66.7,48.2,78.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45203,2020-02-21,Maricopa,Arizona,04013,1,70.3,60.8,77.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45204,2020-02-22,Maricopa,Arizona,04013,1,60.5,55.4,68.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45205,2020-02-23,Maricopa,Arizona,04013,1,57.8,48.2,64.4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45206,2020-02-24,Maricopa,Arizona,04013,1,59.7,48.2,69.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45207,2020-02-25,Maricopa,Arizona,04013,1,62.3,42.8,69.8,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45208,2020-02-26,Maricopa,Arizona,04013,1,58.8,44.6,66.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45209,2020-02-27,Maricopa,Arizona,04013,1,60.7,39.2,75.2,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45210,2020-02-28,Maricopa,Arizona,04013,1,64.5,48.2,75.2,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45211,2020-02-29,Maricopa,Arizona,04013,1,65.2,46.4,77.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45212,2020-03-01,Maricopa,Arizona,04013,1,66.1,51.8,75.2,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45213,2020-03-02,Maricopa,Arizona,04013,1,60.9,50.0,71.6,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45214,2020-03-03,Maricopa,Arizona,04013,2,60.8,46.4,75.2,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45215,2020-03-04,Maricopa,Arizona,04013,2,62.7,48.2,71.6,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45216,2020-03-05,Maricopa,Arizona,04013,2,67.4,50.0,82.4,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45217,2020-03-06,Maricopa,Arizona,04013,2,73.9,57.2,84.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45218,2020-03-06,Pinal,Arizona,04021,1,71.8,63.0,84.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45219,2020-03-07,Maricopa,Arizona,04013,2,70.9,55.4,82.4,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45220,2020-03-07,Pinal,Arizona,04021,3,68.6,52.0,84.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45221,2020-03-08,Maricopa,Arizona,04013,2,67.4,57.2,78.8,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45222,2020-03-08,Pinal,Arizona,04021,3,66.1,52.0,82.9,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45223,2020-03-09,Maricopa,Arizona,04013,2,65.9,51.8,75.2,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45224,2020-03-09,Pima,Arizona,04019,1,63.3,42.8,77.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45225,2020-03-09,Pinal,Arizona,04021,3,61.1,46.0,75.9,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45226,2020-03-10,Maricopa,Arizona,04013,2,68.5,60.8,73.4,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45227,2020-03-10,Pima,Arizona,04019,1,70.3,60.8,75.2,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45228,2020-03-10,Pinal,Arizona,04021,3,66.8,46.0,75.9,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45229,2020-03-11,Maricopa,Arizona,04013,3,64.2,60.8,71.6,60.5,,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45230,2020-03-11,Pima,Arizona,04019,1,69.3,60.8,75.2,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45231,2020-03-11,Pinal,Arizona,04021,5,63.4,57.9,75.0,59.1,0.24,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45232,2020-03-12,Maricopa,Arizona,04013,3,66.4,62.6,69.8,62.7,,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45233,2020-03-12,Pima,Arizona,04019,1,,,,,,,,,,,,Southwest
45234,2020-03-12,Pinal,Arizona,04021,5,64.4,59.0,71.1,59.9,0.05,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45235,2020-03-13,Maricopa,Arizona,04013,3,61.2,53.6,69.8,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45236,2020-03-13,Pima,Arizona,04019,1,59.9,51.8,64.4,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45237,2020-03-13,Pinal,Arizona,04021,5,59.3,53.1,71.1,51.3,0.1,0.0,1.0,0.0,0.0,0.0,0.0,Southwest
45238,2020-03-14,Graham,Arizona,04009,1,52.8,37.0,71.1,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45239,2020-03-14,Maricopa,Arizona,04013,4,61.2,51.8,69.8,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45240,2020-03-14,Pima,Arizona,04019,2,60.5,46.4,71.6,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
45241,2020-03-14,Pinal,Arizona,04021,5,56.3,44.1,71.1,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southwest
48717,2020-02-01,Suffolk,Massachusetts,25025,1,37.3,34.2,40.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48718,2020-02-02,Suffolk,Massachusetts,25025,1,37.7,35.4,40.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48719,2020-02-03,Suffolk,Massachusetts,25025,1,40.4,35.4,47.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48720,2020-02-04,Suffolk,Massachusetts,25025,1,40.9,36.9,44.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48721,2020-02-05,Suffolk,Massachusetts,25025,1,39.7,37.4,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48722,2020-02-06,Suffolk,Massachusetts,25025,1,36.1,31.5,38.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48723,2020-02-07,Suffolk,Massachusetts,25025,1,37.8,33.4,48.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48724,2020-02-08,Suffolk,Massachusetts,25025,1,30.9,25.9,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48725,2020-02-09,Suffolk,Massachusetts,25025,1,25.6,19.9,34.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48726,2020-02-10,Suffolk,Massachusetts,25025,1,40.6,34.2,45.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48727,2020-02-11,Suffolk,Massachusetts,25025,1,41.5,39.0,44.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48728,2020-02-12,Suffolk,Massachusetts,25025,1,40.1,36.5,43.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48729,2020-02-13,Suffolk,Massachusetts,25025,1,37.6,33.4,42.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48730,2020-02-14,Suffolk,Massachusetts,25025,1,30.9,19.9,39.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48731,2020-02-15,Suffolk,Massachusetts,25025,1,18.7,11.3,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48732,2020-02-16,Suffolk,Massachusetts,25025,1,32.9,24.8,42.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48733,2020-02-17,Suffolk,Massachusetts,25025,1,39.8,34.5,44.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48734,2020-02-18,Suffolk,Massachusetts,25025,1,35.6,31.5,39.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48735,2020-02-19,Suffolk,Massachusetts,25025,1,40.3,37.6,45.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48736,2020-02-20,Suffolk,Massachusetts,25025,1,30.5,22.6,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48737,2020-02-21,Suffolk,Massachusetts,25025,1,23.2,15.6,30.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48738,2020-02-22,Suffolk,Massachusetts,25025,1,34.8,28.4,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48739,2020-02-23,Suffolk,Massachusetts,25025,1,42.5,34.0,53.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48740,2020-02-24,Suffolk,Massachusetts,25025,1,47.6,38.1,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48741,2020-02-25,Suffolk,Massachusetts,25025,1,46.8,44.1,53.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48742,2020-02-26,Suffolk,Massachusetts,25025,1,43.3,41.5,45.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48743,2020-02-27,Suffolk,Massachusetts,25025,1,43.6,38.5,52.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
48744,2020-02-28,Suffolk,Massachusetts,25025,1,34.5,30.4,38.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northeast
